LFBP,PUF,Pau Pyrénées Airport,Medium airport,Pau/Pyrénées (Uzein),France,
LSMP,,Payerne Air Base,Medium airport,Payerne,Switzerland,
UUYP,PEX,Pechora Airport,Medium airport,Pechora,Russia,
LHPP,PEV,Pécs-Pogány Airport,Medium airport,Pécs-Pogány,Hungary,
UWPP,PEZ,Penza Airport,Medium airport,Penza,Russia,
LIRQ,FLR,Peretola Airport,Medium airport,Firenze,Italy,
LFBX,PGX,Périgueux-Bassillac Airport,Medium airport,Périgueux/Bassillac,France,
LFAG,,Péronne-Saint-Quentin Airport,Medium airport,Péronne/Saint-Quentin,France,
LFMP,PGF,Perpignan-Rivesaltes (Llabanère) Airport,Medium airport,Perpignan/Rivesaltes,France,
LIBP,PSR,Pescara International Airport,Medium airport,Pescara,Italy,
ULPP,,Peski Airport,Medium airport,Petrozavodsk,Russia,
ULPB,PES,Petrozavodsk Airport,Medium airport,Petrozavodsk,Russia,
LFQP,,Phalsbourg-Bourscheid Air Base,Medium airport,Phalsbourg/Bourscheid,France,
LIMS,,Piacenza San Damiano Air Base,Medium airport,Piacenza,Italy,
LPPI,PIX,Pico Airport,Medium airport,Pico Island,Portugal,
LZPP,PZY,Piešťany Airport,Medium airport,Piešťany,Slovakia,
LBPD,PDV,Plovdiv International Airport,Medium airport,Plovdiv,Bulgaria,
LKLN,,Plzeň-Líně Airport,Medium airport,Plzen,Czechia,
USKK,KVX,Pobedilovo Airport,Medium airport,Kirov,Russia,
UNIP,TGP,Podkamennaya Tunguska Airport,Medium airport,Bor,Russia,
LFBI,PIS,Poitiers-Biard Airport,Medium airport,Poitiers/Biard,France,
LPSO,,Ponte de Sor Airport,Medium airport,Ponte de Sôr,Portugal,
LFPT,POX,Pontoise - Cormeilles-en-Vexin Airport,,Cormeilles-en-Vexin,France,
LZTT,TAT,Poprad-Tatry Airport,Medium airport,Poprad,Slovakia,
EFPO,POR,Pori Airport,Medium airport,Pori,Finland,
LPPM,PRM,Portimão Airport,Medium airport,Portimão,Portugal,
LPPS,PXO,Porto Santo Airport,Medium airport,Vila Baleira,Portugal,
LJPZ,POW,Portoroz Airport,Medium airport,Portoroz,Slovenia,
EPPW,,Powidz Military Air Base,Medium airport,Powidz,Poland,
LIRE,,Pratica Di Mare Air Base,Medium airport,Pomezia,Italy,
LKPO,PRV,Přerov Air Base,Medium airport,Přerov,Czechia,
XRAP,,Privolzhskiy Air Base,Medium airport,Astrakhan,Russia,
UHMD,PVS,Provideniya Bay Airport,Medium airport,Chukotka,Russia,
ULOO,PKV,Pskov Airport,Medium airport,Pskov,Russia,
LDPL,PUY,Pula Airport,Medium airport,Pula,Croatia,
ULLP,,Pushkin Airport,Medium airport,St. Petersburg,Russia,
LFRQ,UIP,Quimper-Cornouaille Airport,Medium airport,Quimper/Pluguffan,France,
ESFR,,Råda Air Base,Medium airport,Råda,Sweden,
EPRA,RDO,Radom Airport,Medium airport,Radom,Poland,
EGYE,,RAF Barkston Heath,Medium airport,Grantham,United Kingdom,
EGUB,BEX,RAF Benson,Medium airport,Benson,United Kingdom,
EGXC,QCY,RAF Coningsby,Medium airport,Coningsby,United Kingdom,
EGYD,,RAF Cranwell,Medium airport,Cranwell,United Kingdom,
EGXD,,RAF Dishforth,Medium airport,Dishforth,United Kingdom,
EGXH,BEQ,RAF Honington,Medium airport,Thetford,United Kingdom,
EGQK,FSS,RAF Kinloss,Medium airport,Kinloss,United Kingdom,
EGQL,ADX,RAF Leuchars,Medium airport,St. Andrews,United Kingdom,
EGXU,HRT,RAF Linton-On-Ouse,Medium airport,Linton-On-Ouse,United Kingdom,
EGQS,LMO,RAF Lossiemouth,Medium airport,Lossiemouth,United Kingdom,
EGYM,KNF,RAF Marham,Medium airport,Marham,United Kingdom,
EGWU,NHT,RAF Northolt,Medium airport,London,United Kingdom,
EGVO,ODH,RAF Odiham,Medium airport,Odiham,United Kingdom,
EGXP,SQZ,RAF Scampton,Medium airport,Scampton,United Kingdom,
EGOS,,RAF Shawbury,Medium airport,Shawbury,United Kingdom,
EGOM,,RAF Spadeadam,Medium airport,Spadeadam,United Kingdom,
EGXZ,,RAF Topcliffe,Medium airport,Topcliffe,United Kingdom,
EGXW,WTN,RAF Waddington,Medium airport,Waddington,United Kingdom,
EGUW,,RAF Wattisham,Medium airport,Stowmarket,United Kingdom,
EGXT,,RAF Wittering,Medium airport,Wittering,United Kingdom,
EGUY,QUY,RAF Wyton,Medium airport,St. Ives,United Kingdom,
LICR,REG,Reggio Calabria Airport,Medium airport,Reggio Calabria,Italy,
LEMI,RMU,Región de Murcia International Airport,Medium airport,Corvera,Spain,
LFRN,RNS,Rennes-Saint-Jacques Airport,Medium airport,Rennes/Saint-Jacques,France,
LERS,REU,Reus Air Base,Medium airport,Reus,Spain,
BIRK,RKV,Reykjavik Airport,Medium airport,Reykjavik,Iceland,
ETHE,,Rheine Bentlage Air Base,Medium airport,Rheine,Germany,
LDRI,RJK,Rijeka Airport,Medium airport,Rijeka,Croatia,
UKLR,RWN,Rivne International Airport,Medium airport,Rivne,Ukraine,
LIPI,,Rivolto Air Base,Medium airport,Codroipo,Italy,
EGDR,,RNAS Culdrose,Medium airport,Helston,United Kingdom,
EGDY,YEO,RNAS Yeovilton,Medium airport,Yeovil,United Kingdom,
LFLO,RNE,Roanne-Renaison Airport,Medium airport,Roanne/Renaison,France,
LFDN,RCO,Rochefort-Saint-Agnant (BA 721) Airport,Medium airport,Rochefort/Saint-Agnant,France,
LFCR,RDZ,Rodez-Marcillac Airport,Medium airport,Rodez/Marcillac,France,
ULDA,,Rogachyovo Air Base,Medium airport,Belaya,Russia,
ESDF,RNB,Ronneby Airport,Medium airport,Ronneby,Sweden,
ETNL,RLG,Rostock-Laage Airport,Medium airport,Rostock,Germany,
LERT,ROZ,Rota Naval Station Airport,Medium airport,Rota,Spain,
ETHR,,Roth Air Base,Medium airport,Roth,Germany,
EDBR,,Rothenburg/Görlitz Airport,Medium airport,Rothenburg/Oberlausitz,Germany,
EHRD,RTM,Rotterdam The Hague Airport,Medium airport,Rotterdam,The Netherlands,
LFOP,URO,Rouen Airport,Medium airport,Rouen/Vallée de Seine,France,
EFRO,RVN,Rovaniemi Airport,Medium airport,Rovaniemi,Finland,
EGDC,,Royal Marines Base Chivenor Airport,Medium airport,Chivenor,United Kingdom,
LFCY,RYN,Royan-Médis Airport,Medium airport,Royan/Médis,France,
ENRO,RRS,Røros Airport,Medium airport,Røros,Norway,
ENRM,RVK,Rørvik Airport,Medium airport,Rørvik,Norway,
EPRZ,RZE,Rzeszów-Jasionka Airport,Medium airport,Rzeszów,Poland,
EDDR,SCN,Saarbrücken Airport,Medium airport,Saarbrücken,Germany,
USDA,SBT,Sabetta International Airport,Medium airport,Sabetta,Russia,
LFRT,SBK,Saint-Brieuc-Armor Airport,Medium airport,Saint-Brieuc/Armor,France,
LFSI,,Saint-Dizier-Robinson (BA 113) Air Base,Medium airport,Saint-Dizier/Robinson,France,
LFMH,EBU,Saint-Étienne-Bouthéon Airport,Medium airport,Saint-Étienne/Bouthéon,France,
LFCG,,Saint-Girons-Antichan Airport,Medium airport,Saint-Girons/Antichan,France,
LFRZ,SNR,Saint-Nazaire-Montoir Airport,Medium airport,Saint-Nazaire/Montoir,France,
LFLN,SYT,Saint-Yan Airport,Medium airport,Saint-Yan,France,
UKFI,,Saki Air Base,Medium airport,Saki,Ukraine,
LESA,SLM,Salamanca Airport,Medium airport,Salamanca,Spain,
LIRI,QSR,Salerno Costa d'Amalfi Airport,Medium airport,Salerno,Italy,
LFMY,,Salon-de-Provence (BA 701) Air Base,Medium airport,Salon,France,
LOWS,SZG,Salzburg Airport,Medium airport,Salzburg,Austria,
LSZS,SMV,Samedan Airport,Medium airport,Samedan,Switzerland,
LGSM,SMI,Samos Airport,Medium airport,Samos Island,Greece,
LELC,MJV,San Javier Airport,Medium airport,San Javier,Spain,
LESO,EAS,San Sebastian Airport,Medium airport,Hondarribia,Spain,
ENTO,TRF,Sandefjord Airport,Medium airport,Torp,Norway,
ENST,SSJ,Sandnessjøen Airport (Stokka),Medium airport,Alstahaug,Norway,
LPAZ,SMA,Santa Maria Airport,Medium airport,Vila do Porto,Portugal,
LEXJ,SDR,Santander Airport,Medium airport,Santander,Spain,
LGSR,JTR,Santorini Airport,Medium airport,Santorini Island,Greece,
LPSJ,SJZ,São Jorge Airport,Medium airport,Velas,Portugal,
UWPS,SKX,Saransk Airport,Medium airport,Saransk,Russia,
UWSS,RTW,Saratov Central Airport,Medium airport,Saratov,Russia,
LHSM,SOB,Sármellék International Airport,Medium airport,Sármellék,Hungary,
LIQW,QLP,Sarzana-Luni Air Base,Medium airport,Sarzana (SP),Italy,
UERS,SYS,Saskylakh Airport,Medium airport,Saskylakh,Russia,
ESIB,,Såtenäs Air Base,Medium airport,Såtenäs,Sweden,
LRSM,SUJ,Satu Mare Airport,Medium airport,Satu Mare,Romania,
LFOD,,Saumur-Saint-Florent Airport,Medium airport,Saumur/Saint-Florent,France,
EFSA,SVL,Savonlinna Airport,Medium airport,Savonlinna,Finland,
EGPM,SCS,Scatsta Airport,Medium airport,Shetland Islands,United Kingdom,
ETNS,WBG,Schleswig Air Base,Medium airport,Jagel,Germany,
EDOP,SZW,Schwerin Parchim Airport,Medium airport,Mecklenburg-Vorpommern,Germany,
EFSI,SJY,Seinäjoki Airport,Medium airport,Seinäjoki / Ilmajoki,Finland,
UUBL,,Semyazino Airport,Medium airport,Vladimir,Russia,
ULAK,,Severomorsk-1 Naval Air Base,Medium airport,Severomorsk,Russia,
LEZL,SVQ,Seville Airport,Medium airport,Sevilla,Spain,
EGKA,ESH,Shoreham Airport,Medium airport,Brighton,United Kingdom,
EYSA,SQQ,Šiauliai International Airport,Medium airport,Šiauliai,Lithuania,
LRSB,SBZ,Sibiu International Airport,Medium airport,Sibiu,Romania,
EDGS,SGE,Siegerland Airport,Medium airport,Siegerland,Germany,
LIQS,SAY,Siena-Ampugnano Airport,Medium airport,Siena,Italy,
BISI,SIJ,Siglufjörður Airport,Medium airport,Siglufjörður,Iceland,
LICZ,NSY,Sigonella Navy Air Base,Medium airport,Sigonella (CT),Italy,
EKSN,CNL,Sindal Airport,Medium airport,Sindal,Denmark,
LPST,,Sintra Air Base,Medium airport,Sintra,Portugal,
LSGS,SIR,Sion Airport,Medium airport,Sion,Switzerland,
LGST,JSH,Sitia Airport,Medium airport,Crete Island,Greece,
ULLS,,Siversky Air Base,Medium airport,Siversky,Russia,
ESNS,SFT,Skellefteå Airport,Medium airport,Skellefteå,Sweden,
LGSK,JSI,Skiathos Island National Airport,Medium airport,Skiathos,Greece,
ENSN,SKE,Skien Airport,Medium airport,Geiteryggen,Norway,
EKSV,SQW,Skive Airport,Medium airport,Skive,Denmark,
ESGR,KVB,Skövde Airport,Medium airport,Skövde,Sweden,
EKSP,SKS,Skrydstrup Air Base,Medium airport,Vojens,Denmark,
LZSL,SLD,Sliač Airport,Medium airport,Sliač,Slovakia,
EISG,SXL,Sligo Airport,Medium airport,Sligo,Ireland,
EFSO,SOT,Sodankyla Airport,Medium airport,Sodankyla,Finland,
ESNY,SOO,Söderhamn Airport,Medium airport,Söderhamn,Sweden,
LFKS,SOZ,Solenzara (BA 126) Air Base,Medium airport,Solenzara,France,
ULPW,,Sortavala Airport,Medium airport,Sortavala,Russia,
EGMC,SEN,Southend Airport,Medium airport,Southend,United Kingdom,
EKSB,SGD,Sønderborg Airport,Medium airport,Sønderborg,Denmark,
ENSR,SOJ,Sørkjosen Airport,Medium airport,Sørkjosen,Norway,
ETAD,SPM,Spangdahlem Air Base,Medium airport,Trier,Germany,
UNWW,NOZ,Spichenkovo Airport,Medium airport,Novokuznetsk,Russia,
LDSP,SPU,Split Airport,Medium airport,Split,Croatia,
UESK,SEK,Srednekolymsk Airport,Medium airport,Srednekolymsk,Russia,
EGAB,ENK,St Angelo Airport,Medium airport,Enniskillen,United Kingdom,
LSZR,ACH,St Gallen Altenrhein Airport,Medium airport,Altenrhein,Switzerland,
EGHE,ISC,St. Mary's Airport,Medium airport,St. Mary's,United Kingdom,
ULNR,,Staraya Russa Air Base,Medium airport,Staraya Russa,Russia,
UUBK,RYB,Staroselye Airport,Medium airport,Rybinsk,Russia,
EKVJ,STA,Stauning Airport,Medium airport,Skjern / Ringkøbing,Denmark,
URMT,STW,Stavropol Shpakovskoye Airport,Medium airport,Stavropol,Russia,
ESKN,NYO,Stockholm Skavsta Airport,Medium airport,Stockholm / Nyköping,Sweden,
ESOW,VST,Stockholm Västerås Airport,Medium airport,Stockholm / Västerås,Sweden,
ESSB,BMA,Stockholm-Bromma Airport,Medium airport,Stockholm,Sweden,
ENSK,SKN,Stokmarknes Skagen Airport,Medium airport,Hadsel,Norway,
ENSO,SRP,Stord Airport,Medium airport,Leirvik,Norway,
EGPO,SYY,Stornoway Airport,Medium airport,Stornoway,United Kingdom,
ESUD,SQO,Storuman Airport,Medium airport,Storuman,Sweden,
LFST,SXB,Strasbourg Airport,Medium airport,Strasbourg,France,
LRSV,SCV,Suceava Stefan cel Mare Airport,Medium airport,Suceava,Romania,
EGPB,LSI,Sumburgh Airport,Medium airport,Lerwick,United Kingdom,
ESNN,SDL,Sundsvall-Härnösand Airport,Medium airport,Sundsvall/ Härnösand,Sweden,
ENSB,LYR,Svalbard Airport,Medium airport,Longyearbyen,Norway,
ESND,EVG,Sveg Airport,Medium airport,Härjedalen,Sweden,
ENSH,SVJ,Svolvær Helle Airport,Medium airport,Svolvær,Norway,
EGFH,SWS,Swansea Airport,Medium airport,Swansea,United Kingdom,
EPSN,,Swidwin Military Air Base,Medium airport,Swidwin,Poland,
UUYY,SCW,Syktyvkar Airport,Medium airport,Syktyvkar,Russia,
EPSC,SZZ,"Szczecin-Goleniów ""Solidarność"" Airport",Medium airport,Goleniow,Poland,
LHSN,,Szolnok Air Base,Medium airport,Szolnok,Hungary,
URRT,TGK,Taganrog Yuzhny Airport,Medium airport,Taganrog,Russia,
ULAA,ARH,Talagi Airport,Medium airport,Archangelsk,Russia,
EFTP,TMP,Tampere-Pirkkala Airport,Medium airport,Tampere / Pirkkala,Finland,
LGTG,,Tanagra Air Base,Medium airport,Tanagra,Greece,
LPTN,,Tancos Airbase,Medium airport,Tancos,Portugal,
LIBG,TAR,"Taranto-Grottaglie ""Marcello Arlotta"" Airport",Medium airport,Grottaglie,Italy,
LFBT,LDE,Tarbes-Lourdes-Pyrénées Airport,Medium airport,Tarbes/Lourdes/Pyrénées,France,
EETU,TAY,Tartu Airport,Medium airport,Tartu,Estonia,
LHTA,TZR,Taszár Air Base,Medium airport,Taszár,Hungary,
LRBM,BAY,Tautii Magheraus Airport,Medium airport,Baia Mare,Romania,
LTBU,TEQ,Tekirdağ Çorlu Airport,Medium airport,Çorlu,Turkey,
LETL,TEV,Teruel Airport,Medium airport,Teruel,Spain,
EKTS,TED,Thisted Airport,Medium airport,Thisted,Denmark,
LRTR,TSR,Timişoara Traian Vuia Airport,Medium airport,Timişoara,Romania,
LUTR,,Tiraspol Airport,Medium airport,Tiraspol,Moldova,
EGPU,TRE,Tiree Airport,Medium airport,Balemartine,United Kingdom,
LYTV,TIV,Tivat Airport,Medium airport,Tivat,Montenegro,
LHTL,,Tököl Airport,Medium airport,Tököl,Hungary,
EPTM,,Tomaszow Mazowiecki Military Air Base,Medium airport,Tomaszów Mazowiecki,Poland,
LIMA,,Torino-Aeritalia Airport,Medium airport,Torino,Italy,
LETO,TOJ,Torrejón Airport,Medium airport,Madrid,Spain,
ESST,TYF,Torsby Airport,Medium airport,Torsby,Sweden,
LIET,TTB,Tortolì Airport,Medium airport,Arbatax,Italy,
LFTH,TLN,Toulon-Hyères Airport,Medium airport,Toulon/Hyères/Le Palyvestre,France,
LFBF,,Toulouse-Francazal (BA 101) Air Base,Medium airport,Toulouse/Francazal,France,
LFOT,TUF,Tours-Val-de-Loire Airport,Medium airport,Tours/Val de Loire (Loire Valley),France,
LFPN,TNF,Toussus-le-Noble Airport,Medium airport,Toussus-le-Noble,France,
LRTM,TGM,Transilvania Târgu Mureş International Airport,Medium airport,Târgu Mureş,Romania,
LZTN,,Trenčín Airport,Medium airport,Trenčín,Slovakia,
LIDT,,Trento-Mattarello Airport,Medium airport,Trento (TN),Italy,
UUMT,,Tretyakovo Airport,Medium airport,Lukhovitsy,Russia,
LIPQ,TRS,Trieste–Friuli Venezia Giulia Airport,Medium airport,Trieste,Italy,
ESGT,THN,Trollhättan-Vänersborg Airport,Medium airport,Trollhättan,Sweden,
LFQB,,Troyes-Barberey Airport,Medium airport,Troyes/Barberey,France,
LRTC,TCE,Tulcea Airport,Medium airport,Tulcea,Romania,
EFTU,TKU,Turku Airport,,Turku,Finland,
LQTZ,TZL,Tuzla International Airport,Medium airport,Tuzla,Bosnia and Herzegovina,
EHTW,ENS,Twente Airport,Medium airport,Enschede,The Netherlands,
UHMA,DYR,Ugolny Airport,Medium airport,Anadyr,Russia,
UUYH,UCT,Ukhta Airport,Medium airport,Ukhta,Russia,
UWLL,ULV,Ulyanovsk Baratayevka Airport,Medium airport,Ulyanovsk,Russia,
UWLW,ULY,Ulyanovsk East Airport,Medium airport,Ulyanovsk,Russia,
ESNU,UME,Umeå Airport,Medium airport,Umeå,Sweden,
LIRU,,Urbe Airport,Medium airport,Roma,Italy,
UUYS,USK,Usinsk Airport,Medium airport,Usinsk,Russia,
UEMT,USR,Ust-Nera Airport,Medium airport,Ust-Nera,Russia,
UUYX,UTS,Ust-Tsylma Airport,Medium airport,Ust-Tsylma,Russia,
EFUT,UTI,Utti Air Base,Medium airport,Utti / Valkeala,Finland,
URML,MCX,Uytash Airport,Medium airport,Makhachkala,Russia,
UKLU,UDJ,Uzhhorod International Airport,Medium airport,Uzhhorod,Ukraine,
EFVA,VAA,Vaasa Airport,Medium airport,Vaasa,Finland,
ENVD,VDS,Vadsø Airport,Medium airport,Vadsø,Norway,
EKVG,FAE,Vagar Airport,Medium airport,Vagar,Faroe Islands,
ENHV,HVG,Valan Airport,Medium airport,Honningsvåg,Norway,
LFLU,VAF,Valence-Chabeuil Airport,Medium airport,Valence/Chabeuil,France,
LEVC,VLC,Valencia Airport,Medium airport,Valencia,Spain,
LFAV,XVS,Valenciennes-Denain Airport,Medium airport,Valenciennes/Denain,France,
LEVD,VLL,Valladolid Airport,Medium airport,Valladolid,Spain,
LFRV,VNE,Vannes-Meucon Airport,Medium airport,Vannes/Meucon,France,
ENSS,VAW,Vardø Airport,Medium airport,Vardø,Norway,
LILN,,Varese-Venegono Airport,Medium airport,Varese,Italy,
EFVR,VRK,Varkaus Airport,Medium airport,Varkaus / Joroinen,Finland,
ESMX,VXO,Växjö Kronoberg Airport,Medium airport,Växjö,Sweden,
ULOL,VLU,Velikiye Luki Airport,Medium airport,Velikiye Luki,Russia,
EVVA,VNT,Ventspils International Airport,Medium airport,Ventspils,Latvia,
LILI,,Vercelli Airport,Medium airport,Vercelli,Italy,
LFGW,,Verdun-Le Rozelier Airfield,Medium airport,Verdun,France,
LFQW,,Vesoul-Frotey Airport,Medium airport,Vesoul/Frotey,France,
BIVM,VEY,Vestmannaeyjar Airport,Medium airport,Vestmannaeyjar,Iceland,
LFLV,VHY,Vichy-Charmeil Airport,Medium airport,Vichy/Charmeil,France,
LEVX,VGO,Vigo Airport,Medium airport,Vigo,Spain,
LPVR,VRL,Vila Real Airport,Medium airport,Vila Real,Portugal,
LPVL,,Vilar de Luz Airfield,Medium airport,Maia,Portugal,
ESNV,VHM,Vilhelmina Airport,Medium airport,Vilhelmina,Sweden,
LFPV,VIY,Villacoublay-Vélizy (BA 107) Air Base,Medium airport,Villacoublay/Vélizy,France,
LIMG,ALL,Villanova D'Albenga International Airport,Medium airport,Albenga (SV),Italy,
LICT,TPS,Vincenzo Florio Airport Trapani-Birgi,Medium airport,Trapani (TP),Italy,
ESSV,VBY,Visby Airport,Medium airport,Visby,Sweden,
UMII,VTB,Vitebsk Vostochny Airport,Medium airport,Vitebsk,Belarus,
LIRV,,Viterbo Airport,Medium airport,Viterbo,Italy,
LEVT,VIT,Vitoria/Foronda Airport,Medium airport,Alava,Spain,
LAVL,,Vlorë Air Base,Medium airport,Vlorë,Albania,
LKVO,VOD,Vodochody Airport,Medium airport,Vodochody,Czechia,
URWW,VOG,Volgograd International Airport,Medium airport,Volgograd,Russia,
EHVK,,Volkel Air Base,Medium airport,Uden,The Netherlands,
ULWW,VGD,Vologda Airport,Medium airport,Vologda,Russia,
UUOO,VOZ,Voronezh International Airport,Medium airport,Voronezh,Russia,
UUYK,,Vuktyl Airport,Medium airport,Vuktyl,Russia,
EGNO,WRT,Warton Airport,Medium airport,Warton,United Kingdom,
EIWF,WAT,Waterford Airport,Medium airport,Waterford,Ireland,
EDLV,NRN,Weeze Airport,Medium airport,Weeze,Germany,
EDXW,GWT,Westerland Sylt Airport,Medium airport,Westerland,Germany,
EIWT,,Weston Airport,Medium airport,Leixlip,Ireland,
EBKT,KJK,Wevelgem Airport,Medium airport,Wevelgem,Belgium,
EGPC,WIC,Wick Airport,Medium airport,Wick,United Kingdom,
LOAN,,Wiener Neustadt East Airport,Medium airport,Wiener Neustadt,Austria,
ETOU,WIE,Wiesbaden Army Airfield,Medium airport,Wiesbaden,Germany,
ETNT,,Wittmundhafen Air Base,Medium airport,Wittmund,Germany,
EHWO,WOE,Woensdrecht Air Base,Medium airport,Bergen Op Zoom,The Netherlands,
ETNW,,Wunstorf Air Base,Medium airport,Wunstorf,Germany,
USMQ,,Yamburg Airport,Medium airport,Yamburg,Russia,
UUWE,,Yermolino Airport,Medium airport,Balabanovo,Russia,
URKE,EIK,Yeysk Airport,Medium airport,Yeysk,Russia,
EFYL,YLI,Ylivieska Airfield,Medium airport,Ylivieska,Finland,
UWKJ,JOK,Yoshkar-Ola Airport,Medium airport,Yoshkar-Ola,Russia,
LDZD,ZAD,Zadar Airport,Medium airport,Zemunik (Zadar),Croatia,
LGZA,ZTH,"Zakynthos International Airport ""Dionysios Solomos""",Medium airport,Zakynthos Island,Greece,
UKDE,OZH,Zaporizhzhia International Airport,Medium airport,Zaporizhia,Ukraine,
LEZG,ZAZ,Zaragoza Air Base,Medium airport,Zaragoza,Spain,
EDUZ,,Zerbst Airport,Medium airport,Zerbst/Anhalt,Germany,
EPZG,IEG,Zielona Góra-Babimost Airport,Medium airport,Babimost,Poland,
LZZI,ILZ,Žilina Airport,Medium airport,Žilina,Slovakia,
EDKA,AAH,Aachen-Merzbrück Airport,Small airport,Aachen,Germany,
EDPA,,Aalen-Heidenheim/Elchingen Airport,Small airport,Aalen,Germany,
EFAA,,Aavahelukka Airport,Small airport,,Finland,
UNQA,,Aban Airport,Small airport,Aban,Russia,
EIAB,,Abbeyshrule Aerodrome,Small airport,Abbeyshrule,Ireland,
EGFA,,Aberporth Airport,Small airport,Aberporth,United Kingdom,
EGZM,,Aboyne Airfield,Small airport,Aboyne,United Kingdom,
EDXA,,Achmer Airport,Small airport,Bramsche,Germany,
UWOD,,Adamovka,Small airport,Adamovka,Russia,
EVAD,,Adazi Airfield,Small airport,Adazi,Latvia,
LPLZ,,Aerdoromo da Lousã,Small airport,Lousã,Portugal,
EHDS,,Aero Club Salland,Small airport,Lemelerveld,Netherlands,
LELG,,Aeroclub Mar Menor,Small airport,San Javier,Spain,
LRCW,,Aeroclubul Balta-Verde,Small airport,,Romania,
LYZP,,"Aerodrom ""13.Maj""",Small airport,Zemun Polje,Serbia,
LDZK,,Aerodrom Zabok-Gubaševo,Small airport,Zabok,Croatia,
LFIK,,Aérodrome de Ribérac-Tourette,Small airport,Ribérac,France,
LFLR,,Aérodrome de Saint-Rambert-d'Albon,Small airport,,France,
LFNS,,Aérodrome de Sistéron-Vaumeilh,Small airport,Mende,France,
LFDT,,Aérodrome de Tarbes Laloubère,Small airport,Tarbes,France,
LFAW,,Aérodrome de Villerupt,Small airport,Villerupt,France,
LFNF,,Aérodrome de Vinon,Small airport,Vinon-sur-Verdon,France,
LPMN,,Aerodromo da Amendoeira,Small airport,Montemor-o-Novo,Portugal,
LEBF,,Aeródromo de Binéfar,Small airport,Binéfar,Spain,
LPCH,CHV,Aerodromo de Chaves,Small airport,Chaves,Portugal,
LPFA,,Aérodromo de Ferreira do Alentejo,Small airport,Ferreira do Alentejo,Portugal,
LPFC,,Aerodromo de Figueira dos Cavaleiros,Small airport,Ferreira do Alentejo,Portugal,
LEGU,,Aeródromo de Guadalupe,Small airport,Guadalupe,Spain,
LPJF,,Aerodromo de Leiria,Small airport,Leiria,Portugal,
LELI,,Aeródromo de Linares,Small airport,Linares,Spain,
LEOS,,Aeródromo de los Oteros,Small airport,Pajares de Los Oteros,Spain,
LPMF,,Aerodromo de Monfortinho,Small airport,Idanha-a-Nova,Portugal,
LPSE,,Aeródromo de Seia,Small airport,Seia,Portugal,
LEOA,,Aeródromo forestal de Mojados,Small airport,Mojados,Spain,
LPPN,,Aérodromo Municipal de Proença-a-Nova,Small airport,Proença-a-Nova,Portugal,
LERE,,Aeródromo Requena El Rebollar,Small airport,Requena,Spain,
LEVE,,Aeródromo Virgen de La Estrella,Small airport,Zafra,Spain,
LRPT,,Aerodromul Geamăna,Small airport,Aerodromul Geamăna,Romania,
LRCD,,Aerodromul Măgura,Small airport,,Romania,
LRSP,,Aerodromul Sânpetru-Brașov,Small airport,Brașov,Romania,
LRDV,,Aerodromul Săulești,Small airport,Deva,Romania,
LRPV,,Aerodromul Strejnic,Small airport,Ploiesti,Romania,
EDHA,,Ahlhorn,Small airport,Ahlhorn,Germany,
EFAH,,Ahmosuo Airport,Small airport,Oulu,Finland,
EDHO,,Ahrenlohe Airport,Small airport,Tornesch,Germany,
LOXA,,Aigen im Ennstal,Small airport,Aigen im Ennstal,Austria,
EDGA,,Ailertchen Airport,Small airport,Ailertchen,Germany,
LEIR,,Air Marugán,Small airport,,Spain,
LFDA,,Aire-sur-l'Adour Airport,Small airport,Aire-sur-Adour,France,
LYBJ,,Airport Lisicji Jarak,Small airport,Belgrade,Serbia,
LFMA,,Aix-en-Provence (BA 114) Airport,Small airport,Aix Les Milles,France,
LJAJ,,Ajdovščina Airfield,Small airport,Ajdovscina,Slovenia,
EYNA,,Akmenė Airport,Small airport,Akmenė,Lithuania,
UNHA,,Aksenovo Airport,Small airport,Aksenovo,Russia,
UWUZ,,Aktanysh Airport,Small airport,Aktanysh,Russia,
USSQ,,Alapayevsk Airfield,Small airport,Alapayevsk,Russia,
EFAL,,Alavus Airport,Small airport,Alavus,Finland,
LFAQ,BYF,Albert-Bray Airport,Small airport,Albert/Bray,France,
LFKA,,Albertville Airport,Small airport,Albertville,France,
EDSA,,Albstadt-Degerfeld Airport,Small airport,Albstadt,Germany,
LFOF,,Alençon Valframbert Airport,Small airport,Evreux,France,
LGAX,,Alexandria Airport,Small airport,Alexandria,Greece,
BIAL,,Álftaver Airport,Small airport,Álftaver,Iceland,
LELH,,Alhama De Murcia Airport,Small airport,Cánovas,Spain,
ESGI,,Alingsås Airport,Small airport,Alingsås,Sweden,
UEQN,,Allakh-Yun Airport,Small airport,Allakh-Yun,Russia,
ESGC,,Ålleberg Airport,Small airport,Ålleberg,Sweden,
EDFQ,,Allendorf/Eder Airport,Small airport,Allendorf,Germany,
EDBT,,Allstedt Airport,Small airport,Allstedt,Germany,
LELM,,Almansa Airport,Small airport,Albacete,Spain,
LEGC,,Altarejos-Guadalcanal Airport,Small airport,Sevilla,Spain,
EDSW,,Altdorf-Wallburg Airport,Small airport,Altdorf,Germany,
EDKD,,Altena-Hegenscheid Airport,Small airport,Altena,Germany,
ETHA,,Altenstadt Army Airfield,Small airport,Altenstadt,Germany,
LFJE,,Altiport de La Motte Chalancon,Small airport,,France,
